Ex.,Name,Ticker,QMV($),HQ Region,HQ Location,Sector,Sub Sector
TSX,Consolidated HCI Holdings Corporation,CXA.B,24279521.88,Canada,ON,Real Estate,Diversified
TSXV,Consolidated Woodjam Copper Corp.,WCC,4112399.115,Canada,BC,Mining,
TSXV,Constantine Metal Resources Ltd.,CEM,24055414.22,Canada,BC,Mining,
TSX,Constellation Software Inc.,CSU,14564272514.75,Canada,ON,Technology,Software
TSXV,Contact Gold Corp.,C,20844905.64,Canada,BC,Mining,
TSXV,Contagious Gaming Inc.,CNS,996861.02,Canada,ON,Technology,Software
TSX,Continental Gold Inc.,CNL,636840362.46,Canada,ON,Mining,
TSXV,Copper Creek Gold Corp.,CPV,1339108.16,Canada,BC,Mining,
TSXV,Copper Fox Metals Inc.,CUU,57754821.825,Canada,AB,Mining,
TSXV,Copper Lake Resources Ltd.,CPL,4077956.48,Canada,BC,Mining,
TSX,Copper Mountain Mining Corporation,CMMC,132388427,Canada,BC,Mining,
TSXV,Copper North Mining Corp.,COL,2265485.475,Canada,BC,Mining,
TSXV,Copper One Inc.,CUO,1196653.815,Canada,ON,Mining,
TSXV,Coral Gold Resources Ltd.,CLH,16355617.95,Canada,BC,Mining,
TSXV,Corazon Gold Corp.,CGW,21528413.1,Canada,BC,Mining,
TSX,Corby Spirit and Wine Limited,CSW.B,620023028,Canada,ON,,Consumer Staples
TSXV,Cordoba Minerals Corp.,CDB,44174328.78,Canada,ON,Mining,
TSXV,Cordy Oilfield Services Inc.,CKK,3092429.715,Canada,AB,,Energy Services
TSX,Core Canadian Dividend Trust,CDD.UN,4176707.64,Canada,ON,Closed-End Funds,
TSXV,Corex Gold Corporation,CGE,16029896.52,Canada,BC,Mining,
TSXV,Cornerstone Capital Resources Inc.,CGP,189039493.665,Canada,NL,Mining,
TSXV,Cornerstone Metals Inc.,CCC,1030756.23,Canada,BC,Mining,
TSX,Coro Mining Corp.,COP,68225766.87,Canada,BC,Mining,
TSXV,Coronet Metals Inc.,CRF,2706842.325,Canada,BC,Mining,
TSX,Corridor Resources Inc.,CDH,49646967.44,Canada,NS,Oil & Gas,
TSXV,Corsa Coal Corp.,CSO,143778692.4,Canada,BC,Mining,
TSXV,Cortex Business Solutions Inc.,CBX,37186930.3,Canada,AB,Technology,Software
TSXV,Cortina Capital Corp.,CCN.P,885300,Canada,QC,CPC,
TSX,Corus Entertainment Inc.,CJR.B,2775225448.8,Canada,ON,Comm & Media,
TSX,Corvus Gold Inc.,KOR,79655665.6,Canada,BC,Mining,
TSX,Cott Corporation,BCB,2690072797.5,USA,USA,,Consumer Staples
TSX,CounterPath Corporation,PATH,17999101.25,Canada,BC,Technology,Software
TSXV,Covalon Technologies Ltd.,COV,46952956.6,Canada,ON,Life Sciences,Biotechnology
TSX,CPI Card Group Inc.,PMTS,207358249.52,USA,USA,,Consumer Discretionary
TSX,Crescent Point Energy Corp.,CPG,5340625767.4,Canada,AB,Oil & Gas,
TSX,Crescita Therapeutics Inc.,CTX,8222023.47,Canada,ON,Life Sciences,Pharmaceuticals
TSXV,Cresval Capital Corp.,CRV,1405093.86,Canada,BC,Mining,
TSX,Crew Energy Inc.,CR,608324903.2,Canada,AB,Oil & Gas,
TSX,CRH Medical Corporation,CRH,302714143.42,Canada,BC,Life Sciences,Healthcare Services and Supplies
TSX,Critical Control Energy Services Corp.,CCZ,14660178.25,Canada,AB,Technology,"Energy Services,IT Consulting & Services"
TSXV,Critical Elements Corporation,CRE,181829492.96,Canada,QC,Mining,
TSXV,Critical Outcome Technologies Inc.,COT,17153220.6,Canada,ON,Life Sciences,Biotechnology
TSX,Crius Energy Trust,KWH.UN,554782760.96,USA,USA,Utilities & Pipelines,
TSX,Crombie Real Estate Investment Trust,CRR.UN,1272390661.76,Canada,NS,Real Estate,Diversified
TSXV,Cronos Group Inc.,MJN,294077563.81,Canada,ON,Life Sciences,"Medical Marijuana,Cannabis"
TSX,Crosswinds Holdings Inc.,CWI,11970528.7,Canada,ON,Financial Services,
TSX,Crown Capital Partners Inc.,CRWN,100789604.88,Canada,AB,Financial Services,
TSXV,Crown Mining Corp.,CWM,2315890.16,Canada,ON,Mining,
TSXV,Crown Point Energy Inc.,CWV,6584008.88,Canada,BC,Oil & Gas,
TSXV,Crownia Holdings Ltd.,CNH,4113661.95,Canada,BC,,
TSXV,Cruz Cobalt Corp.,CUZ,11766503.97,Canada,BC,Mining,
TSXV,Crystal Exploration Inc.,CEI,3512266.09,Canada,AB,Mining,
TSXV,Crystal Lake Mining Corp.,CLM,9610086.33,Canada,BC,Mining,
TSXV,Crystal Peak Minerals Inc.,CPM,80338410.365,USA,USA,Mining,Agriculture
TSX,CT Real Estate Investment Trust,CRT.UN,1315636968.91,Canada,ON,Real Estate,Industrial/Office/Retail/Residential
TSX,CU Inc.,CIU.PR.A,152218000,Canada,AB,Utilities & Pipelines,
TSXV,Cub Energy Inc.,KUB,9426460.65,USA,USA,Oil & Gas,
TSXV,Cuba Ventures Corp.,CUV,1425312.175,Canada,BC,,Consumer Discretionary
TSXV,Cup Capital Corp.,CPU.P,699369,Canada,ON,CPC,
TSX,Currency Exchange International Corp.,CXI,148637136,USA,USA,Financial Services,
TSXV,Currie Rose Resources Inc.,CUI,535519.695,Canada,ON,Mining,
TSXV,CVR Medical Corp.,CVM,17081932.89,Canada,BC,Life Sciences,Healthcare Facilities and Equipment
TSXV,CWC Energy Services Corp.,CWC,78341568.4,Canada,AB,,Energy Services
TSXV,CWN Mining Acquisition Corporation,CWN,1946752,Canada,BC,Mining,
TSXV,Cymat Technologies Ltd.,CYM,9652325.8,Canada,ON,,
TSX,Cymbria Corporation,CYB,674074206,Canada,ON,Financial Services,
TSXV,Cypress Development Corp.,CYP,3368009.35,Canada,BC,Mining,
TSXV,Cyprium Mining Corporation,CUG,1049727.84,Canada,QC,Mining,
TSX,D-Box Technologies Inc.,DBO,55424430.495,Canada,QC,Technology,Hardware & Equipment
TSXV,Dajin Resources Corp.,DJI,11749168.18,Canada,BC,Mining,
TSXV,Dalmac Energy Inc.,DAL,2040693.84,Canada,AB,,Energy Services
TSX,Dalradian Resources Inc.,DNA,389111026.6,Canada,ON,Mining,
TSXV,Damara Gold Corp.,DMR,1385317.635,Canada,BC,Mining,
TSXV,Darelle Online Solutions Inc.,DAR,1328424.1,Canada,BC,Technology,Internet Software & Services
TSXV,Darnley Bay Resources Limited,DBL,32697503.34,Canada,ON,Mining,
TSX,Data Communications Management Corp.,DCM,25126702.9,Canada,ON,,
TSX,DataWind Inc.,DW,4251248.4,Canada,ON,Technology,Internet Software & Services
TSX,DDJ High Yield Fund,HYB.UN,30241294.73,Canada,ON,Closed-End Funds,
TSXV,DealNet Capital Corp.,DLS,68505784.75,Canada,ON,,
TSXV,Decade Resources Ltd.,DEC,14362683.115,Canada,BC,Mining,
TSXV,Decisive Dividend Corporation,DE,20653283,Canada,BC,Financial Services,
TSXV,Deep-South Resources Inc.,DSM,6516294.625,Canada,BC,Mining,
TSXV,DeepMarkit Corp.,MKT,11097216.625,Canada,AB,Technology,Internet Software & Services
TSXV,Defiance Silver Corp.,DEF,28629063.89,Canada,BC,Mining,
TSXV,Delivra Corp.,DVA,11602717.29,Canada,ON,Life Sciences,Health Care Technology
TSX,Delphi Energy Corp.,DEE,318947290.5,Canada,AB,Oil & Gas,
TSX,Denison Mines Corp.,DML,363404861.3,Canada,ON,Mining,
TSX,Descartes Systems Group Inc. (The),DSG,2376319578.88,Canada,ON,Technology,Software
TSXV,Desert Gold Ventures Inc.,DAU,4288439.6,Canada,BC,Mining,
TSXV,Desert Star Resources Ltd.,DSR,2549421.555,Canada,BC,Mining,
TSX,Desjardins 1-5 year Laddered Canadian Corporate Bond Index ETF,DCC,9830000,Canada,QC,ETP,
TSX,Desjardins 1-5 year Laddered Canadian Government Bond Index ETF,DCG,24562500,Canada,QC,ETP,
TSX,Desjardins Canada Multifactor-Controlled Volatility ETF,DFC,4955000,Canada,QC,ETP,
TSX,Desjardins Canadian Preferred Share Index ETF,DCP,10175000,Canada,QC,ETP,
TSX,Desjardins Canadian Short Term Bond Index ETF,DCS,9860000,Canada,QC,ETP,
TSX,Desjardins Canadian Universe Bond Index ETF,DCU,19930000,Canada,QC,ETP,
TSX,Desjardins Developed ex-USA ex-Canada Multifactor-Controlled Volatility ETF,DFD,4832500,Canada,QC,ETP,
TSX,Desjardins USA Multifactor-Controlled Volatility ETF,DFU,4847500,Canada,QC,ETP,
TSXV,Destiny Media Technologies Inc.,DSY,15898162.2,Canada,BC,Technology,Internet Software & Services
TSX,Detour Gold Corporation,DGC,2738699156.48,Canada,ON,Mining,
TSXV,Devonian Health Group Inc.,GSD,4941329.845,Canada,QC,Life Sciences,Pharmaceuticals
TSX,DHX Media Ltd.,DHX.A,871097659.39,Canada,NS,Comm & Media,
TSXV,Diagnos Inc.,ADK,23276870.775,Canada,QC,Technology,IT Consulting & Services
TSXV,Diamcor Mining Inc.,DMI,43181102.17,Canada,BC,Mining,
TSXV,DiaMedica Therapeutics Inc.,DMA,32093427.875,Canada,MB,Life Sciences,Biotechnology
TSXV,Diamond Estates Wines & Spirits Inc.,DWS,39970919.4,Canada,ON,,Consumer Staples
TSXV,Diamond Fields International Ltd.,DFI,6154849.48,Canada,BC,Mining,
TSX,Difference Capital Financial Inc.,DCF,49502629.98,Canada,ON,Financial Services,
TSXV,Dios Exploration Inc.,DOS,3310083.6,Canada,QC,Mining,
TSX,DIR Industrial Properties Inc.,DIN.DB,19565650,Canada,ON,Real Estate,Industrial/Office/Retail/Residential
TSX,DIRTT Environmental Solutions Ltd.,DRT,503547675.84,Canada,AB,Clean Technology,Low Impact Material and Products
TSX,Discovery Air Inc.,DA.DB.A,15525000,Canada,ON,,
TSXV,Discovery Harbour Resources Corp.,DHR,1085202.16,Canada,BC,Mining,
TSXV,Discovery-Corp Enterprises Inc.,DCY,1283419.24,Canada,BC,Mining,
TSXV,Distinct Infrastructure Group Inc.,DUG,47092705.62,Canada,ON,,
TSXV,Divergent Energy Services Corp.,DVG,12695579.88,Canada,AB,,Energy Services
TSX,Diversified Royalty Corp.,DIV,253047127.01,Canada,BC,,
TSXV,Divestco Inc.,DVT,5043865.2,Canada,AB,,Energy Services
TSX,Dividend 15 Split Corp.,DFN,743601155.82,Canada,ON,Closed-End Funds,
TSX,Dividend 15 Split Corp. II,DF,298116641.96,Canada,ON,Closed-End Funds,
TSX,Dividend Growth Split Corp.,DGS,513892899.06,Canada,ON,Closed-End Funds,
TSX,Dividend Select 15 Corp.,DS,76837197.36,Canada,ON,Closed-End Funds,
TSXV,DLC Holdings Corp.,DLC,99510.65,Canada,BC,,Consumer Staples
TSX,Dollarama Inc.,DOL,13824422042.83,Canada,QC,,Consumer Discretionary
TSXV,Dolly Varden Silver Corporation,DV,18147685.08,Canada,BC,Mining,
TSX,Dominion Diamond Corporation,DDC,1413277729.78,Canada,ON,Mining,
TSX,Domtar Corporation,UFS,3162303709.6,Canada,QC,,"Consumer Staples,Forest Products & Paper"
TSX,Dorel Industries Inc.,DII.B,1192776390.15,Canada,QC,,Consumer Discretionary
TSXV,Dorex Minerals Inc.,DOX,2439787.8,Canada,BC,Mining,
TSX,DoubleLine Income Solutions Trust,DSL.UN,37784519.3,Canada,ON,Closed-End Funds,
TSXV,Doubleview Capital Corp.,DBV,3484991.52,Canada,BC,Mining,
TSXV,Doxa Energy Ltd.,DXA,509702.115,USA,USA,Oil & Gas,
TSX,DragonWave Inc.,DRWI,9610514.4,Canada,ON,Technology,Communication Technology
TSX,Dream Global Real Estate Investment Trust,DRG.UN,1716485651.92,Canada,ON,Real Estate,Diversified
TSX,Dream Hard Asset Alternatives Trust,DRA.UN,420281339.8,Canada,ON,Real Estate,Industrial/Office/Retail/Residential
TSX,Dream Industrial Real Estate Investment Trust,DIR.UN,626514215.94,Canada,ON,Real Estate,Industrial/Office/Retail/Residential
TSX,Dream Office Real Estate Investment Trust,D.UN,1959529537.24,Canada,ON,Real Estate,Industrial/Office/Retail/Residential
TSX,DREAM Unlimited Corp.,DRM,811380728.71,Canada,ON,Real Estate,Industrial/Office/Retail/Residential
TSXV,Duncan Park Holdings Corporation,DPH,1260761.08,Canada,ON,Mining,
TSX,Dundee Corporation,DC.A,295386927.23,Canada,ON,Financial Services,
TSX,Dundee Energy Limited,DEN,2821257.54,Canada,ON,Oil & Gas,
TSX,Dundee Precious Metals Inc.,DPM,469325335.74,Canada,ON,Mining,
TSXV,Dunnedin Ventures Inc.,DVI,25739191.75,Canada,BC,Mining,
TSXV,Duran Ventures Inc.,DRV,2354584.35,Canada,ON,Mining,
TSXV,Durango Resources Inc.,DGO,2832451.425,Canada,BC,Mining,
TSXV,DuSolo Fertilizers Inc.,DSF,12451843.8,Canada,BC,Mining,Agriculture
TSX,DXI Energy Inc.,DXI,2464455.73,Canada,BC,Oil & Gas,
TSXV,DXStorm.com Inc.,DXX,829180.32,Canada,ON,Technology,Internet Software & Services
TSXV,dynaCERT Inc.,DYA,149686090.88,Canada,ON,Clean Technology,Energy Efficiency
TSX,Dynacor Gold Mines Inc.,DNG,81385313.1,Canada,QC,Mining,
TSX,Dynamic iShares Active Canadian Dividend ETF,DXC,5062500,Canada,ON,ETP,
TSX,Dynamic iShares Active Crossover Bond ETF,DXO,8220000,Canada,ON,ETP,
TSX,Dynamic iShares Active Global Dividend ETF,DXG,5500000,Canada,ON,ETP,
TSX,Dynamic iShares Active Preferred Shares ETF,DXP,178842000,Canada,ON,ETP,
TSX,Dynamic iShares Active U.S. Dividend ETF,DXU,9733500,Canada,ON,ETP,
TSXV,Dynasty Gold Corp.,DYG,2366874.2,Canada,BC,Mining,
TSXV,Dynasty Metals & Mining Inc.,DMM,27226937.92,Canada,BC,Mining,
TSXV,Dynex Power Inc.,DNX,6440723.76,Asia,China,Technology,Hardware & Equipment
TSXV,E-Energy Ventures Inc.,EEV,307356.65,Canada,BC,Mining,
TSX,E-L Financial Corporation Limited,ELF,3673422378,Canada,ON,Financial Services,
TSXV,E.S.I. Environmental Sensors Inc.,ESV,3052012.635,Canada,BC,Clean Technology,Waste Reduction and Water Management
TSXV,E3 Metals Corp.,ETMC,7422851.34,Canada,BC,Mining,
TSX,Eagle Energy Inc.,EGL,17357146.56,Canada,AB,Oil & Gas,
TSXV,Eagle Graphite Incorporated,EGA,5740396.025,Canada,ON,Mining,
TSXV,Eagle Plains Resources Ltd.,EPL,13013202.32,Canada,BC,Mining,
TSXV,Earthworks Industries Inc.,EWK,10870502.28,Canada,BC,Clean Technology,Waste Reduction and Water Management
TSXV,East Africa Metals Inc.,EAM,36974290.25,Canada,BC,Mining,
TSXV,East Asia Minerals Corporation,EAS,15598407.48,Canada,BC,Mining,
TSX,East Coast Investment Grade Income Fund,ECF.UN,71018570,Canada,ON,Closed-End Funds,
TSXV,East West Petroleum Corp.,EW,9854423.15,Canada,BC,Oil & Gas,
TSX,Eastern Platinum Limited,ELR,27328514.44,Canada,BC,Mining,
TSXV,Eastfield Resources Ltd.,ETF,1795796.76,Canada,BC,Mining,
TSX,Eastmain Resources Inc.,ER,63693898.62,Canada,ON,Mining,
TSXV,Eastwood Bio-Medical Canada Inc.,EBM,1742037.21,Canada,BC,Life Sciences,Pharmaceuticals
TSX,Echelon Financial Holdings Inc.,EFH,163152223.52,Canada,ON,Financial Services,
TSX,Eclipse Residential Mortgage Investment Corporation,ERM,21597611.8,Canada,ON,Financial Services,
TSX,ECN Capital Corp.,ECN,1730538883.28,Canada,ON,Financial Services,
TSXV,Eco (Atlantic) Oil & Gas Ltd.,EOG,36198447.065,Other,Israel,Oil & Gas,
TSX,Eco Oro Minerals Corp.,EOM,49192480.26,Canada,BC,Mining,
TSX,eCobalt Solutions Inc.,ECS,162289570,Canada,BC,Mining,
TSX,Economic Investment Trust Limited,EVT,635959338.75,Canada,ON,Closed-End Funds,
TSX,EcoSynthetix Inc.,ECO,157946239,Canada,ON,Clean Technology,Low Impact Material and Products
TSXV,Edgewater Wireless Systems Inc.,YFI,39455849.72,Canada,ON,Technology,Communication Technology
TSXV,EEStor Corporation,ESU,50652556.84,Canada,ON,Clean Technology,Energy Efficiency
TSXV,Eguana Technologies Inc.,EGT,54723478.23,Canada,AB,Clean Technology,Renewable Energy Equipment Manufacturing and Tech
TSXV,Eight Solutions Inc.,ES,4342792.035,Canada,BC,Technology,Software
TSXV,El Nino Ventures Inc.,ELN,1540299.15,Canada,BC,Mining,
TSXV,Elcora Advanced Materials Corp.,ERA,19040119.21,Canada,NS,Mining,
TSX,Eldorado Gold Corporation,ELD,2096188195.2,Canada,BC,Mining,
TSXV,Electra Stone Ltd.,ELT,955593.855,Canada,BC,Mining,
TSX,Electrovaya Inc.,EFL,109828758.75,Canada,ON,Clean Technology,Energy Efficiency
TSX,Element Fleet Management Corp.,EFN,5253271544.4,Canada,ON,,
TSXV,Element Lifestyle Retirement Inc.,ELM,9920394,Canada,BC,Real Estate,Specialized
TSXV,Ellipsiz Communications Ltd.,ECT,1215949.56,Asia,Taiwan,Technology,Communication Technology
TSXV,Eloro Resources Ltd.,ELO,22360600.84,Canada,ON,Mining,
TSXV,Ely Gold & Minerals Inc.,ELY,7980304.605,Canada,BC,Mining,
TSXV,Elysee Development Corp.,ELC,6771166.94,Canada,BC,Mining,
TSXV,Emblem Corp.,EMC,123864840.89,Canada,ON,Life Sciences,"Medical Marijuana,Cannabis"
TSX,Emera Incorporated,EMA,10485309867.4,Canada,NS,Utilities & Pipelines,
TSXV,Emerald Bay Energy Inc.,EBY,1986101.89,Canada,AB,Oil & Gas,
TSXV,"Emerald Health Therapeutics, Inc.",EMH,84950379.58,Canada,BC,Life Sciences,"Medical Marijuana,Cannabis"
TSXV,Emerita Resources Corp.,EMO,10071582.045,UK/Europe,Spain,Mining,
TSXV,Emgold Mining Corporation,EMR,1594247,Canada,BC,Mining,
TSX,Empire Company Limited,EMP.A,3515877874.26,Canada,NS,,Consumer Staples
TSXV,Empire Industries Ltd.,EIL,46260942,Canada,ON,,
TSXV,Empire Metals Corp.,EP,6291557.71,Canada,BC,Mining,
TSXV,EMX Royalty Corporation,EMX,89812611.31,Canada,BC,Mining,
TSXV,Enablence Technologies Inc.,ENA,43535001.16,Canada,ON,Technology,Hardware & Equipment
TSX,Enbridge Inc.,ENB,91146513715.56,Canada,AB,Utilities & Pipelines,
TSX,Enbridge Income Fund Holdings Inc.,ENF,4696764810.48,Canada,AB,Utilities & Pipelines,
TSX,Encana Corporation,ECA,12212709186.9,Canada,AB,Oil & Gas,
TSXV,Encanto Potash Corp.,EPO,24244937.145,Canada,BC,Mining,Agriculture
TSXV,enCore Energy Corp.,EU,5939945,USA,USA,Mining,
TSX,Endeavour Mining Corporation,EDV,2290726703.46,Other,Cayman Islands,Mining,
TSX,Endeavour Silver Corp.,EDR,481785229.8,Canada,BC,Mining,
TSXV,Endurance Gold Corporation,EDG,6065142,Canada,BC,Mining,
TSX,EnerCare Inc.,ECI,2198848380.84,Canada,ON,,Consumer Discretionary
TSXV,Enerdynamic Hybrid Technologies Corp.,EHT,11130698.775,Canada,ON,Clean Technology,Renewable Energy Equipment Manufacturing and Tech
TSX,Enerflex Ltd.,EFX,1526264061.52,Canada,AB,,Energy Services
TSXV,Energold Drilling Corp.,EGD,22137275.295,Canada,BC,,Mining Services
TSXV,Energulf Resources Inc.,ENG,1986383.2,Canada,BC,Oil & Gas,
TSX,Energy Credit Opportunities Income Fund,PCF.UN,23376929.98,Canada,ON,Closed-End Funds,
TSX,Energy Fuels Inc.,EFR,178426172.5,USA,USA,Mining,
TSX,Energy Income Fund,ENI.UN,9243352,Canada,AB,Closed-End Funds,
TSX,Energy Leaders Income Fund,HEN.UN,4112868.27,Canada,ON,Closed-End Funds,
TSX,Energy Leaders Plus Income ETF,HPF,24931128.18,Canada,ON,ETP,
TSX,Enerplus Corporation,ERF,2723950631.25,Canada,AB,Oil & Gas,
TSXV,Enerspar Corp.,ENER,1317000,Canada,ON,Mining,
TSXV,Enforcer Gold Corp.,VEIN,11112746.8,Canada,BC,Mining,
TSXV,Engagement Labs Inc.,EL,3669584.85,Canada,QC,Technology,Internet Software & Services
TSX,Enghouse Systems Limited,ENGH,1440070044.66,Canada,ON,Technology,Software
TSXV,Engold Mines Ltd.,EGM,70896764.12,Canada,BC,Mining,
TSXV,Enpar Technologies Inc.,ENP,9592583.115,Canada,ON,Clean Technology,Waste Reduction and Water Management
TSX,Ensign Energy Services Inc.,ESI,1040208390.94,Canada,AB,,Energy Services
TSX,"Enterprise Group, Inc.",E,18087021.55,Canada,AB,,Energy Services
TSX,ENTREC Corporation,ENT,45079324.27,Canada,AB,,
TSX,Entree Resources Ltd.,ETG,114115958.22,Canada,BC,Mining,
TSXV,Environmental Waste International Inc.,EWS,6070156.56,Canada,ON,Clean Technology,Waste Reduction and Water Management
TSXV,EnWave Corporation,ENW,88104543.22,Canada,BC,Clean Technology,Low Impact Material and Products
TSXV,Epicore BioNetworks Inc.,EBN,24034217.48,USA,USA,Clean Technology,"Low Impact Material and Products,Agriculture"
TSX,Epsilon Energy Ltd.,EPS,176018256,USA,USA,Oil & Gas,
TSXV,EQ Inc.,EQ,8379366.65,Canada,ON,Technology,Internet Software & Services
TSXV,eQube Gaming Limited,EQG,1133859.06,Canada,AB,Technology,Software
TSX,Equitable Group Inc.,EQB,976745886.12,Canada,ON,Financial Services,
TSXV,Equitorial Exploration Corp.,EXX,5043247.285,Canada,BC,Mining,
TSX,Equity Financial Holdings Inc.,EQI,74916537.8,Canada,ON,Financial Services,
TSX,Erdene Resource Development Corporation,ERD,120806986.38,Canada,NS,Mining,
TSXV,Ergoresearch Ltd.,ERG,18071010,Canada,QC,Life Sciences,Healthcare Services and Supplies
TSXV,Erin Ventures Inc.,EV,7919572.975,Canada,BC,Mining,
TSXV,Eros Resources Corp.,ERC,7494731.12,Canada,BC,Mining,
TSXV,Eskay Mining Corp.,ESK,34775956.48,Canada,BC,Mining,
TSX,Espial Group Inc.,ESP,78059055.16,Canada,ON,Technology,Internet Software & Services
TSXV,Esrey Energy Ltd.,EEL,10338320.2,Canada,BC,Oil & Gas,
TSX,Essa Pharma Inc.,EPI,13966506.72,Canada,BC,Life Sciences,Pharmaceuticals
TSX,Essential Energy Services Ltd.,ESN,85114087.8,Canada,AB,,Energy Services
TSXV,Essex Angel Capital Inc.,EXC,3758833.3,Canada,ON,Financial Services,
TSXV,Essex Minerals Inc.,ESX,1233211.155,Canada,BC,Mining,
TSXV,Esstra Industries Inc.,ESS,449075.11,Canada,AB,Financial Services,
TSXV,Ethos Gold Corp.,ECC,6626953.34,Canada,BC,Mining,
TSX,Etrion Corporation,ETX,93546410.72,UK/Europe,Switzerland,Clean Technology,Renewable Energy Production and Distribution
TSXV,"Eureka Resources, Inc.",EUK,1571128.74,Canada,BC,Mining,
TSX,Euro Sun Mining Inc.,ESM,52001230.32,Canada,ON,Mining,
TSXV,Eurocontrol Technics Group Inc.,EUO,8167521.42,Canada,ON,,Energy Services
TSX,Euromax Resources Ltd.,EOX,43922128.27,UK/Europe,UK,Mining,
TSX,Europe Blue-Chip Dividend & Growth Fund,EBC.UN,31531714.67,Canada,ON,Closed-End Funds,
TSXV,European Commercial Real Estate Investment Trust,ERE.UN,30345000,Canada,ON,Real Estate,Industrial/Office/Retail/Residential
TSX,European Dividend Growth Fund,EDGF.UN,44620000,Canada,ON,Closed-End Funds,
TSXV,Eurotin Inc.,TIN,3399447.5,Canada,ON,Mining,
TSXV,Everfront Ventures Corp.,EVC,4049142.955,Canada,ON,Technology,Hardware & Equipment
TSXV,Evergreen Gaming Corporation,TNA,14966023.8,USA,USA,,Consumer Discretionary
TSXV,Everton Resources Inc.,EVR,3725378.8,Canada,ON,Mining,
TSX,Evertz Technologies Limited,ET,1344433741.5,Canada,ON,Technology,Communication Technology
TSXV,Evrim Resources Corp.,EVM,15747850.08,Canada,BC,Mining,
TSX,exactEarth Ltd.,XCT,27438992.62,Canada,ON,Technology,Software
TSX,Excel Global Balanced Asset Allocation ETF,EXGB,2137960,Canada,ON,ETP,
TSX,Excel Global Growth Asset Allocation ETF,EXGG,2070880,Canada,ON,ETP,
TSX,Excellon Resources Inc.,EXN,114232930.5,Canada,ON,Mining,
TSX,Excelsior Mining Corp.,MIN,179186428.64,Canada,BC,Mining,
TSX,Exchange Income Corporation,EIF,1125500405.88,Canada,MB,Financial Services,
TSXV,Exclamation Investments Corporation,XI,,Canada,ON,Financial Services,
TSX,Exco Technologies Limited,XTC,472179640.28,Canada,ON,,
TSX,Exeter Resource Corporation,XRC,183520773.41,Canada,BC,Mining,
TSX,EXFO Inc.,EXF,118305223.11,Canada,QC,Technology,Communication Technology
TSXV,ExGen Resources Inc.,EXG,11484552.8,Canada,AB,Mining,
TSXV,Exito Energy II Inc.,EXI.P,,Canada,AB,CPC,
TSXV,Explor Resources Inc.,EXS,11797898.8,Canada,QC,Mining,
TSX,Extendicare Inc.,EXE,971369248.95,Canada,ON,Real Estate,Specialized
TSXV,Eyecarrot Innovations Corp.,EYC,7816744.8,Canada,ON,Life Sciences,Health Care Technology
TSXV,Fab-Form Industries Ltd.,FBF,3008470.64,Canada,BC,,
TSX,Faircourt Gold Income Corp.,FGX,17248908.25,Canada,ON,Closed-End Funds,
TSX,Faircourt Split Trust,FCS.UN,16386989.1,Canada,ON,Closed-End Funds,
TSX,Fairfax Africa Holdings Corporation,FAH.U,255484141.71,Canada,ON,Financial Services,
TSX,Fairfax Financial Holdings Limited,FFH,17770913223.99,Canada,ON,Financial Services,
TSX,Fairfax India Holdings Corporation,FIH.U,1990515300.45,Canada,ON,Financial Services,
TSXV,Fairmont Resources Inc.,FMR,934228.025,Canada,BC,Mining,
TSXV,Falco Resources Ltd.,FPC,183237663.36,Canada,BC,Mining,
TSXV,Falcon Gold Corp.,FG,1092309.2,Canada,ON,Mining,
TSXV,Falcon Oil & Gas Ltd.,FO,318829807.71,UK/Europe,Ireland,Oil & Gas,
TSXV,Family Memorials Inc.,FAM,775932.975,Canada,ON,,Consumer Discretionary
TSXV,Fancamp Exploration Ltd.,FNC,9867105.885,Canada,BC,Mining,
TSXV,Fanlogic Interactive Inc.,FLGC,5382509.21,Canada,AB,Technology,Software
TSXV,Fantasy Aces Daily Fantasy Sports Corp.,FAS,1844026.7,USA,USA,Technology,Internet Software & Services
TSX,Fennec Pharmaceuticals Inc.,FRX,113152968.5,USA,USA,Life Sciences,Biotechnology
TSXV,Feronia Inc.,FRN,71122325.465,Canada,ON,,"Consumer Staples,Agriculture"
TSXV,Fieldex Exploration Inc.,FLX,2428543.565,Canada,QC,Mining,
TSX,Fiera Capital Corporation,FSZ,899593689.6,Canada,ON,Financial Services,
TSXV,Filo Mining Corp.,FIL,133527792.5,Canada,BC,Mining,
TSX,Financial 15 Split Corp.,FTN,497657642.4,Canada,ON,Closed-End Funds,
TSXV,Findev Inc.,FDI,11290217.31,Canada,ON,Financial Services,
TSXV,Finlay Minerals Ltd.,FYL,4470798.475,Canada,BC,Mining,
TSX,Finning International Inc.,FTT,4217482499.49,Canada,BC,,
TSXV,Fiore Exploration Ltd.,F,38704774.98,Canada,BC,Mining,
TSX,Firan Technology Group Corporation,FTG,86069187.82,Canada,ON,Technology,Hardware & Equipment
TSXV,Firebird Resources Inc.,FIX,1620208.34,Canada,AB,Mining,
TSXV,Firesteel Resources Inc.,FTR,4379363.65,Canada,BC,Mining,
TSXV,Firestone Ventures Inc.,FV,1104719.73,Canada,AB,Mining,
TSXV,Fireswirl Technologies Inc.,FSW,1900504.48,Canada,BC,Technology,Internet Software & Services
TSXV,Fireweed Zinc Ltd.,FWZ,8973190.8,Canada,BC,Mining,
